time[s],v[m/s],w[rad/s],wp_x,wp_y,theta_wp[rad]
209.00,0.00,1.00,-1.00,-2.00,2.99
209.10,0.00,1.00,-1.00,-2.00,3.09
209.20,0.00,-1.57,-1.00,-2.00,-3.10
209.30,0.00,1.00,-1.00,-2.00,3.03
209.40,0.00,1.00,-1.00,-2.00,3.13
209.50,0.00,-1.57,-1.00,-2.00,-3.05
209.60,0.00,1.00,-1.00,-2.00,3.07
209.70,0.00,-1.57,-1.00,-2.00,-3.11
209.80,0.00,1.00,-1.00,-2.00,3.02
209.90,0.00,1.00,-1.00,-2.00,3.12
210.00,0.00,-1.57,-1.00,-2.00,-3.07
210.10,0.00,1.00,-1.00,-2.00,3.06
210.20,0.00,-1.57,-1.00,-2.00,-3.12
210.30,0.00,1.00,-1.00,-2.00,3.00
210.40,0.00,1.00,-1.00,-2.00,3.10
210.50,0.00,-1.57,-1.00,-2.00,-3.08
210.60,0.00,1.00,-1.00,-2.00,3.04
210.70,0.00,-1.57,-1.00,-2.00,-3.14
210.80,0.00,1.00,-1.00,-2.00,2.99
210.90,0.00,1.00,-1.00,-2.00,3.09
211.00,0.00,-1.57,-1.00,-2.00,-3.10
211.10,0.00,1.00,-1.00,-2.00,3.03
211.20,0.00,1.00,-1.00,-2.00,3.13
211.30,0.00,-1.57,-1.00,-2.00,-3.05
211.40,0.00,1.00,-1.00,-2.00,3.07
211.50,0.00,-1.57,-1.00,-2.00,-3.11
211.60,0.00,1.00,-1.00,-2.00,3.02
211.70,0.00,1.00,-1.00,-2.00,3.12
211.80,0.00,-1.57,-1.00,-2.00,-3.07
211.90,0.00,1.00,-1.00,-2.00,3.06
212.00,0.00,-1.57,-1.00,-2.00,-3.12
212.10,0.00,1.00,-1.00,-2.00,3.00
212.20,0.00,1.00,-1.00,-2.00,3.10
212.30,0.00,-1.57,-1.00,-2.00,-3.08
212.40,0.00,1.00,-1.00,-2.00,3.05
212.50,0.00,-1.57,-1.00,-2.00,-3.14
212.60,0.00,1.00,-1.00,-2.00,2.99
212.70,0.00,1.00,-1.00,-2.00,3.09
212.80,0.00,-1.57,-1.00,-2.00,-3.10
212.90,0.00,1.00,-1.00,-2.00,3.03
213.00,0.00,1.00,-1.00,-2.00,3.13
213.10,0.00,-0.94,-1.00,-2.00,-3.05
213.20,0.00,1.00,-1.00,-2.00,3.14
213.30,0.00,-1.57,-1.00,-2.00,-3.05
213.40,0.00,1.00,-1.00,-2.00,3.08
213.50,0.00,-1.57,-1.00,-2.00,-3.10
213.60,0.00,1.00,-1.00,-2.00,3.02
213.70,0.00,1.00,-1.00,-2.00,3.12
213.80,0.00,-0.71,-1.00,-2.00,-3.06
213.90,0.00,1.00,-1.00,-2.00,-3.13
214.00,0.00,1.00,-1.00,-2.00,-3.03
214.10,0.00,1.00,-1.00,-2.00,-2.93
214.20,0.00,1.00,-1.00,-2.00,-2.83
214.30,0.00,1.00,-1.00,-2.00,-2.73
214.40,0.00,1.00,-1.00,-2.00,-2.63
214.50,0.00,1.00,-1.00,-2.00,-2.53
214.60,0.00,1.00,-1.00,-2.00,-2.43
214.70,0.00,1.00,-1.00,-2.00,-2.33
214.80,0.00,1.00,-1.00,-2.00,-2.23
214.90,0.00,1.00,-1.00,-2.00,-2.13
215.00,0.00,1.00,-1.00,-2.00,-2.03
215.10,0.00,1.00,-1.00,-2.00,-1.93
215.20,0.00,1.00,-1.00,-2.00,-1.83
215.30,0.00,1.00,-1.00,-2.00,-1.73
215.40,0.00,1.00,-1.00,-2.00,-1.63
215.50,0.00,1.00,-1.00,-2.00,-1.53
215.60,0.00,1.00,-1.00,-2.00,-1.43
215.70,0.00,1.00,-1.00,-2.00,-1.33
215.80,0.00,1.00,-1.00,-2.00,-1.23
215.90,0.00,1.00,-1.00,-2.00,-1.13
216.00,0.00,1.00,-1.00,-2.00,-1.03
216.10,0.00,1.00,-1.00,-2.00,-0.93
216.20,0.00,1.00,-1.00,-2.00,-0.83
216.30,0.00,1.00,-1.00,-2.00,-0.73
216.40,0.00,1.00,-1.00,-2.00,-0.63
216.50,0.00,1.00,-1.00,-2.00,-0.53
